 Idle Max, Packet Length Std, Packet Length Mean, Average Packet Size, URG Flag Count, Bwd IAT Mean, Flow Duration, Bwd IAT Max,Bwd IAT Total, Bwd Packet Length Std,Label
0,35.054,69.6,87,0,3,20621,3,3,0,0.000 
0,44.366,76.4,95.5,0,2,20734,2,2,0,0.000 
0,14.434,22.667,34,1,0,1,0,0,0,0.000 
0,0,6,8,1,0,2,0,0,0,0.000 
0,0,6,8,1,1,168,1,1,0,0.000 
0,29.577,64.6,80.75,0,3,20866,3,3,0,0.000 
0,0,6,7.5,1,89,338,175,178,0,0.000 
0,0,6,8,1,3,21767,3,3,0,0.000 
0,0,6,9,1,0,1,0,0,0,0.000 
0,0,6,7.2,1,3,24481,3,3,0,0.000 
0,0,6,7.5,1,61,288,121,122,0,0.000 
0,0,6,8,1,2,21766,2,2,0,0.000 
0,0,0,0,1,698,1534,1393,1396,0,1.000 
0,0,0,0,1,0,1533515,0,0,0,1.000 
0,0,0,0,1,2,418930,2,2,0,1.000 
0,0,6,7.5,0,3,132,3,3,0,1.000 
0,0,6,7,0,3,92251,3,3,0,1.000 
0,0,6,9,1,0,21466,0,0,0,0.000 
0,14.434,22.667,34,1,0,1,0,0,0,0.000 
0,14.434,22.667,34,1,0,1,0,0,0,0.000 
0,0,6,8,1,3,229,3,3,0,0.000 
0,11.024,11.556,13,1,3,2437,3,3,0,0.000 
0,0,6,8,1,0,4,0,0,0,0.000 
0,0,6,7.5,1,0,499765,0,0,0,0.000 
0,0,6,8,1,3,172,3,3,0,0.000 
0,0,6,7,0,2,146289,2,2,0,1.000 
10010521,926.614,531.633,536.101,1,1946987.932,114894141,10032102,114872288,185.277,0.000 
0,52.581,70.4,88,0,2,21015,2,2,0,0.000 
0,52.581,70.4,88,0,2,20765,2,2,0,0.000 
0,0,6,9,1,0,2,0,0,0,0.000 
0,8.764,47.4,59.25,0,2,20599,2,2,0,0.000 
58411911,145.758,74.586,75.453,1,2208777.588,112738928,58453127,112647657,39.186,0.000 
9999750,932.234,684.629,704.765,0,826187.684,15752540,10054726,15697566,999.724,0.000 
0,30.672,69.4,86.75,0,3,20638,3,3,0,0.000 
0,3.105,2.25,2.571,0,3,5989133,3,3,0,0.000 
0,3.105,2.25,2.571,0,2,5988441,2,2,0,0.000 
0,30.672,69.4,86.75,0,3,44965,3,3,0,0.000 
58957140,134.512,88.514,91.118,1,7858556.467,117960424,59019345,117878347,166.659,0.000 
0,3.105,2.25,2.571,0,3,5968026,3,3,0,0.000 
0,8.764,50.4,63,0,3,20660,3,3,0,0.000 
0,0,6,7,0,3,121677,3,3,0,1.000 
0,30.672,69.4,86.75,0,3,20723,3,3,0,0.000 
0,30.672,69.4,86.75,0,2,44979,2,2,0,0.000 
0,15.336,55.2,69,0,3,20685,3,3,0,0.000 
58957152,85.881,66.364,68.438,1,7859792.733,117976743,59019371,117896891,109.019,0.000 
0,30.672,59.4,74.25,0,3,20666,3,3,0,0.000 
0,30.672,60.4,75.5,0,3,20820,3,3,0,0.000 
57987923,140.917,77.542,78.488,1,1629884.776,79942945,58029005,79864354,73.216,0.000 
0,30.672,60.4,75.5,0,1,46906,1,1,0,0.000 
0,30.672,59.4,74.25,0,1,47304,1,1,0,0.000 
0,32.316,66.6,83.25,0,2,20632,2,2,0,0.000 
0,22.457,61.4,76.75,0,2,20857,2,2,0,0.000 
58972726,722.171,670.481,673.72,1,928132.773,118903874,59035054,118800995,704.098,0.000 
0,22.457,61.4,76.75,0,3,45297,3,3,0,0.000 
0,32.316,66.6,83.25,0,1,45674,1,1,0,0.000 
58957077,603.013,393.235,398.15,0,2873624.024,117880881,59019018,117818585,709.336,0.000 
0,8.764,56.4,70.5,0,3,20660,3,3,0,0.000 
0,32.863,66,82.5,0,3,20860,3,3,0,0.000 
0,32.863,66,82.5,0,3,45637,3,3,0,0.000 
0,8.764,57.4,71.75,0,3,20849,3,3,0,0.000 
0,15.336,62.2,77.75,0,2,20984,2,2,0,0.000 
58972804,267.397,129.98,132.58,1,4726364.48,118239911,59034960,118159112,23.777,0.000 
0,30.672,65.4,81.75,0,2,20735,2,2,0,0.000 
58972793,359.632,169.021,172.696,0,5625409,118195747,59035055,118133589,488.054,0.000 
0,15.336,55.2,69,0,3,20645,3,3,0,0.000 
0,15.336,55.2,69,0,2,47429,2,2,0,0.000 
58972856,394.211,176.694,180.375,0,5135412.348,118176529,59034960,118114484,529.83,0.000 
0,426.746,242.742,250.833,0,7881.923,144190,43835,102465,569.898,0.000 
0,52.581,69.4,86.75,0,3,20707,3,3,0,0.000 
0,20.266,50.8,63.5,0,3,20849,3,3,0,0.000 
5006373,174.046,84.158,88.833,0,12267.857,5113859,62488,85875,68.561,0.000 
58103860,541.067,312.93,315.375,0,1082529.178,79086622,58144934,79024630,614.363,0.000 
0,8.764,47.4,59.25,0,3,20619,3,3,0,0.000 
0,8.764,46.4,58,0,3,20947,3,3,0,0.000 
0,487.032,284.517,294.679,0,8080.385,146762,43791,105045,636.48,0.000 
0,8.764,47.4,59.25,0,3,56129,3,3,0,0.000 
0,8.764,46.4,58,0,3,46400,3,3,0,0.000 
0,32.863,64,80,0,3,20625,3,3,0,0.000 
0,14.434,22.667,34,1,0,1,0,0,0,0.000 
0,0,6,9,1,0,3,0,0,0,0.000 
0,0,6,9,1,0,2,0,0,0,0.000 
0,14.434,22.667,34,1,0,1,0,0,0,0.000 
0,16.525,16.667,20,1,20754,41775,41507,41508,18.475,0.000 
0,29.577,50.6,63.25,0,2,20657,2,2,0,0.000 
0,52.581,69.4,86.75,0,2,20597,2,2,0,0.000 
0,8.764,48.4,60.5,0,1,20818,1,1,0,0.000 
58972852,700.497,818.188,820.336,1,495071.681,117904398,59034780,117827060,441.391,0.000 
0,21.361,61.6,77,0,1,21026,1,1,0,0.000 
0,21.361,61.6,77,0,2,48265,2,2,0,0.000 
0,32.863,66,82.5,0,2,20895,2,2,0,0.000 
0,52.581,70.4,88,0,2,21284,2,2,0,0.000 
0,43.818,70,87.5,0,1,20610,1,1,0,0.000 
0,43.818,70,87.5,0,2,55616,2,2,0,0.000 
58608722,428.035,218.041,222.583,0,5075676.435,116818436,58623594,116740558,559.949,0.000 
0,43.818,70,87.5,0,2,20722,2,2,0,0.000 
0,76.681,94,117.5,0,1,20676,1,1,0,0.000 
0,8.764,31.4,39.25,0,1,20823,1,1,0,0.000 
0,70.108,82.2,102.75,0,3,20986,3,3,0,0.000 
0,24.648,52,65,0,3,21169,3,3,0,0.000 
0,8.764,31.4,39.25,0,2,20808,2,2,0,0.000 
0,70.108,82.2,102.75,0,1,20974,1,1,0,0.000 
0,8.764,51.4,64.25,0,1,20760,1,1,0,0.000 
0,122.69,120.6,150.75,0,1,20899,1,1,0,0.000 
0,15.336,56.2,70.25,0,3,20895,3,3,0,0.000 
0,15.336,56.2,70.25,0,2,55486,2,2,0,0.000 
0,122.69,120.6,150.75,0,2,46165,2,2,0,0.000 
58972921,140.729,78.862,81.679,1,9038951.462,117596667,59034818,117506369,24.306,0.000 
0,30.672,60.4,75.5,0,3,20689,3,3,0,0.000 
0,30.672,60.4,75.5,0,2,46791,2,2,0,0.000 
0,15.336,55.2,69,0,3,20828,3,3,0,0.000 
0,0,6,9,1,0,40858,0,0,0,0.000 
0,0,6,9,1,0,55061,0,0,0,0.000 
0,0,6,9,1,0,55396,0,0,0,0.000 
0,0,6,8,1,2,199,2,2,0,0.000 
0,0,6,8,1,1,160,1,1,0,0.000 
0,0,6,8,1,1,185,1,1,0,0.000 
0,14.434,22.667,34,1,0,1,0,0,0,0.000 
0,11.573,12.25,14,1,2,209,2,2,0,0.000 
0,0,6,8,1,0,67,0,0,0,0.000 
0,52.581,70.4,88,0,3,21148,3,3,0,0.000 
0,52.581,70.4,88,0,2,56054,2,2,0,0.000 
0,8.764,47.4,59.25,0,3,20816,3,3,0,0.000 
0,35.867,62.222,70,0,74.333,20879,218,223,2.309,0.000 
0,38.341,60,75,0,3,59218,3,3,0,0.000 
0,373.876,132.675,134.421,0,37495.442,1666083,545985,1612304,487.552,0.000 
0,0,6,7.5,0,1,127,1,1,0,1.000 
0,20.266,14.8,18.5,1,1,110,1,2,21.362,0.000 
0,3.464,3,4,1,3,53730,3,3,0,0.000 
0,0,6,7.5,0,1,178,1,1,0,1.000 
0,0,6,7.5,1,59.5,291,116,119,0,0.000 
0,0,6,8,1,3,54973,3,3,0,0.000 
0,20.266,50.8,63.5,0,3,20668,3,3,0,0.000 
0,8.764,46.4,58,0,3,20977,3,3,0,0.000 
0,30.672,60.4,75.5,0,2,20711,2,2,0,0.000 
0,15.336,55.2,69,0,3,20920,3,3,0,0.000 
0,15.336,55.2,69,0,2,45885,2,2,0,0.000 
0,52.581,70.4,88,0,3,21080,3,3,0,0.000 
0,8.764,47.4,59.25,0,3,20805,3,3,0,0.000 
0,8.764,47.4,59.25,0,2,45983,2,2,0,0.000 
0,20.266,50.8,63.5,0,3,20659,3,3,0,0.000 
0,8.764,46.4,58,0,3,20815,3,3,0,0.000 
0,30.672,60.4,75.5,0,3,20619,3,3,0,0.000 
0,15.336,55.2,69,0,2,20788,2,2,0,0.000 
0,15.336,55.2,69,0,2,49656,2,2,0,0.000 
9952006,0,0,0,0,0,114668579,0,0,0,0.000 
0,262.297,124.966,127.158,0,215376.28,5613131,2127462,5384407,329.753,1.000 
0,0,410,615,0,0,3,0,0,0,1.000 
0,0,410,615,0,0,3,0,0,0,1.000 
9999983,0,0,0,0,0,113529507,0,0,0,0.000 
0,0,0,0,1,583.5,1323,1165,1167,0,1.000 
0,0,0,0,1,3,228763,3,3,0,1.000 
0,0,6,7,0,2,226840,2,2,0,1.000 
0,52.581,70.4,88,0,3,21101,3,3,0,0.000 
0,8.764,47.4,59.25,0,3,20781,3,3,0,0.000 
0,269.5,132.121,134.154,0,296231.971,10716583,1968711,10368119,329.611,1.000 
6005980,0,0,0,0,0,9013278,0,0,0,0.000 
0,2.191,3.6,4.5,0,1,161,1,1,0,1.000 
18442645,0,0,0,0,2431792.633,119158027,18442770,119157839,0,1.000 
0,22.93,11.556,13,1,305.5,1376,1218,1222,0,1.000 
0,25.373,14.857,17.333,1,3,661769,3,3,0,1.000 
0,0,6,7,0,2,150094,2,2,0,1.000 
0,52.581,70.4,88,0,3,21209,3,3,0,0.000 
0,8.764,47.4,59.25,0,3,20749,3,3,0,0.000 
0,8.764,47.4,59.25,0,3,60740,3,3,0,0.000 
0,0,0,0,1,3,348632,3,3,0,1.000 
0,0,407,610.5,0,0,3,0,0,0,1.000 
0,0,407,610.5,0,0,4,0,0,0,1.000 
0,0,6,7,0,1,96283,1,1,0,1.000 
0,0,6,7,0,3,158558,3,3,0,1.000 
17054824,0,300,320,0,0,111423770,0,0,0,0.000 
0,261.285,128.276,130.526,0,158047.444,4545949,1697063,4267281,320.648,1.000 
0,0,6,7,0,1,105480,1,1,0,1.000 
0,0,6,7,0,5,92484,5,5,0,1.000 
0,0,0,0,1,572.5,1248,1143,1145,0,1.000 
0,0,0,0,1,2,265170,2,2,0,1.000 
0,0,6,7,0,3,91482,3,3,0,1.000 
58856922,234.252,87.848,88.692,1,1853766.254,116877775,58898194,116787274,40.937,0.000 
10010591,581.297,179.197,182.183,1,3804316.931,115591863,10032548,110325191,110.824,0.000 
0,52.581,70.4,88,0,3,21066,3,3,0,0.000 
0,8.764,47.4,59.25,0,3,20828,3,3,0,0.000 
10006948,925.911,647.946,665.944,0,822358.368,15679820,10061977,15624809,1011.34,0.000 
0,3.105,2.25,2.571,0,3,5050890,3,3,0,0.000 
0,173.631,84.6,94,0,4,725428,4,4,0,0.000 
0,180.798,88,97.778,0,2,707205,2,2,0,0.000 
0,0,48,60,0,2,83961,2,2,0,0.000 
0,15.336,55.2,69,0,2,20825,2,2,0,0.000 
0,0,6,7.5,1,852,55889,1701,1704,0,0.000 
0,996.017,1328.909,1392.19,1,309.118,36633,4022,5255,849.811,0.000 
0,0,6,8,1,2,112,2,2,0,0.000 
0,30.672,59.4,74.25,0,1,20717,1,1,0,0.000 
58957109,77.2,55.727,57.469,1,7869421.533,118121101,59019231,118041323,102.746,0.000 
58957239,69.669,59.182,61.031,1,7869362.2,118120732,59019474,118040433,88.619,0.000 
0,30.672,60.4,75.5,0,2,20879,2,2,0,0.000 
0,30.672,59.4,74.25,0,2,47395,2,2,0,0.000 
0,56.963,79.6,99.5,0,2,44768,2,2,0,0.000 
58972720,170.81,83.174,84.397,1,3216561.649,119075871,59035036,119012781,51.037,0.000 
0,22.457,61.4,76.75,0,2,20640,2,2,0,0.000 
58957131,672.039,581.76,584.956,1,1052940.08,118031526,59019517,117929289,690.354,0.000 
0,32.316,66.6,83.25,0,2,20937,2,2,0,0.000 
0,32.316,66.6,83.25,0,2,47997,2,2,0,0.000 
0,8.764,56.4,70.5,0,3,20772,3,3,0,0.000 
58957236,255.66,116.527,118.685,1,4050034.862,117520003,59019470,117451011,25.24,0.000 
0,8.764,38.4,48,0,2,20757,2,2,0,0.000 
0,8.764,38.4,48,0,3,20870,3,3,0,0.000 
0,15.336,43.2,54,0,4,20872,4,4,0,0.000 
0,15.336,43.2,54,0,2,47067,2,2,0,0.000 
0,15.336,53.2,66.5,0,1,20828,1,1,0,0.000 
58957299,846.074,783.037,784.858,1,463782.609,117400145,59019626,117337000,747.252,0.000 
0,8.764,31.4,39.25,0,2,20656,2,2,0,0.000 
0,70.108,82.2,102.75,0,3,20812,3,3,0,0.000 
0,24.648,52,65,0,1,20813,1,1,0,0.000 
0,8.764,31.4,39.25,0,2,20648,2,2,0,0.000 
0,70.108,82.2,102.75,0,2,20824,2,2,0,0.000 
0,8.764,51.4,64.25,0,1,20824,1,1,0,0.000 
0,33.411,49.4,61.75,0,3,20645,3,3,0,0.000 
0,15.336,56.2,70.25,0,3,20815,3,3,0,0.000 
0,122.69,120.6,150.75,0,2,20758,2,2,0,0.000 
0,122.69,120.6,150.75,0,3,46019,3,3,0,0.000 
0,33.411,49.4,61.75,0,3,44715,3,3,0,0.000 
0,15.336,56.2,70.25,0,3,54515,3,3,0,0.000 
0,0,6,9,1,0,41626,0,0,0,0.000 
0,0,6,8,1,2,118,2,2,0,0.000 
74423489,0,0,0,0,0,74425621,0,0,0,0.000 
6000391,0,0,0,0,0,9014623,0,0,0,0.000 
0,273.858,142.077,143.922,0,325600.404,15705576,1717300,15303219,321.298,1.000 
54066331,18.353,33.727,37.1,1,3,54128798,3,3,0,0.000 
0,0,6,7.5,1,51.5,274,101,103,0,0.000 
0,0,6,8,1,2,54722,2,2,0,0.000 
0,0,6,7,0,6,123784,6,6,0,1.000 
0,13.102,25,29.167,1,45778.5,91561,91555,91557,14.434,0.000 
0,0,6,7,0,3,147159,3,3,0,1.000 
9999807,0,0,0,0,0,115376244,0,0,0,0.000 
9948850,0,0,0,0,0,114908262,0,0,0,0.000 
0,0,0,0,1,608.5,1380,1216,1217,0,1.000 
0,30.022,17.333,26,1,0,1416919,0,0,0,1.000 
0,28.482,20.8,26,1,401669,803543,803336,803338,0,1.000 
0,0,0,0,1,0,1471992,0,0,0,1.000 
0,0,0,0,1,0,3008017,0,0,0,1.000 
0,0,0,0,1,0,5887957,0,0,0,1.000 
0,0,6,7,0,1,149641,1,1,0,1.000 
0,0,0,0,1,0,11776009,0,0,0,1.000 
0,0,6,7,0,2,120975,2,2,0,1.000 
40809459,51.962,73.337,73.633,0,640196.122,78764823,40830237,78744123,50.034,0.000 
40895605,47.576,73.471,78.063,0,11247879.14,78791376,40940603,78735154,50.514,0.000 
58927418,428.102,194.514,197.333,0,3931470.8,117985336,59012852,117944124,588.137,0.000 
10199194,147.629,38,38.644,0,4170159.185,116024509,10240234,112594298,184.897,0.000 
0,17.464,35,43.75,1,0,249,0,0,0,0.000 
0,14.434,22.667,34,1,0,1,0,0,0,0.000 
0,0,6,9,1,0,4,0,0,0,0.000 
0,0,6,9,1,0,3,0,0,0,0.000 
0,1.026,124.053,130.944,0,0,6016162,0,0,0,0.000 
0,17.464,35,43.75,1,0,1184,0,0,0,0.000 
0,17.464,35,43.75,1,0,915,0,0,0,0.000 
0,14.605,29.4,36.75,1,0,297,0,0,0,0.000 
0,17.464,35,43.75,1,0,452,0,0,0,0.000 
0,10.392,18,27,1,0,1,0,0,0,0.000 
0,14.434,22.667,34,1,0,1,0,0,0,0.000 
0,14.434,22.667,34,1,0,1,0,0,0,0.000 
0,14.434,22.667,34,1,0,2,0,0,0,0.000 
0,0,6,8,1,0,265,0,0,0,0.000 
0,0,6,8,1,3,174,3,3,0,0.000 
0,0,6,9,1,0,2,0,0,0,0.000 
0,0,6,9,1,0,3,0,0,0,0.000 
0,0,6,9,1,0,4,0,0,0,0.000 
0,0,6,9,1,0,2,0,0,0,0.000 
0,0,6,9,1,0,3,0,0,0,0.000 
0,0,6,9,1,0,1,0,0,0,0.000 
0,0,0,0,1,0,25087982,0,0,0,1.000 
18640006,0,0,0,0,2729889.86,117385374,18640219,117385264,0,1.000 
0,3.286,2.4,3,0,2,119,2,2,0,1.000 
0,3.286,2.4,3,0,3,88,3,3,0,1.000 
0,3.286,2.4,3,0,3,113,3,3,0,1.000 
0,14.434,22.667,34,1,0,1,0,0,0,0.000 
0,0,6,9,1,0,3,0,0,0,0.000 
0,0,6,9,1,0,2,0,0,0,0.000 
0,0,6,7,0,3,90723,3,3,0,1.000 
0,0,6,7.5,0,2,109,2,2,0,1.000 
0,0,0,0,1,0,47103958,0,0,0,1.000 
0,86.54,105.2,131.5,0,2,20688,2,2,0,0.000 
0,30.672,69.4,86.75,0,2,20629,2,2,0,0.000 
0,28.482,58.8,73.5,0,2,21206,2,2,0,0.000 
0,28.482,55.8,69.75,0,1,20814,1,1,0,0.000 
10008290,114.292,46.095,46.839,0,3798716.759,110200930,10046641,110162786,132.463,0.000 
0,17.527,51.8,64.75,0,2,20636,2,2,0,0.000 
0,3.105,2.25,2.571,0,1,5950882,1,1,0,0.000 
0,30.672,69.4,86.75,0,2,20702,2,2,0,0.000 
58536776,367.266,166.475,169.345,0,4695297.52,117423627,58577753,117382438,506.832,0.000 
0,8.764,49.4,61.75,0,4,20809,4,4,0,0.000 
58264666,268.541,121.101,122.477,0,2776976.953,119450961,58305661,119410009,355.603,0.000 
0,30.672,61.4,76.75,0,2,20900,2,2,0,0.000 
0,15.336,55.2,69,0,2,20793,2,2,0,0.000 
0,15.336,54.2,67.75,0,2,20763,2,2,0,0.000 
0,8.764,49.4,61.75,0,2,20623,2,2,0,0.000 
0,15.336,54.2,67.75,0,2,20650,2,2,0,0.000 
0,25.743,49.8,62.25,0,2,20750,2,2,0,0.000 
10005677,252.868,134.2,135.899,0,3232923.686,118129161,10046726,113152329,320.044,0.000 
10005768,262.747,144.595,146.337,0,3062368.432,118129066,10046617,113307632,331.889,0.000 
0,8.764,41.4,51.75,0,2,20858,2,2,0,0.000 
0,15.336,46.2,57.75,0,2,20636,2,2,0,0.000 
0,29.577,64.6,80.75,0,1,20629,1,1,0,0.000 
0,84.349,105.6,132,0,2,20689,2,2,0,0.000 
0,8.764,48.4,60.5,0,16,20699,16,16,0,0.000 
10017346,408.42,171.481,174.717,0,2448521.76,61304692,10108583,61213044,546.345,0.000 
0,70.108,101.2,126.5,0,16,20902,16,16,0,0.000 
0,46.556,76,95,0,3,20832,3,3,0,0.000 
0,44.913,82.8,103.5,0,2,20613,2,2,0,0.000 
0,493.388,298.606,307.938,0,27055.231,659263,102673,351718,675.27,0.000 
10017903,239.665,97.971,99.433,0,3562201.387,115842206,10046505,110428243,312.308,0.000 
0,37.245,63.2,79,0,3,20630,3,3,0,0.000 
0,3.105,2.25,2.571,0,3,5520421,3,3,0,0.000 
0,8.764,33.4,41.75,0,2,45199,2,2,0,0.000 
0,921.354,680.129,702.8,0,36352.857,634790,452549,508940,987.847,0.000 
0,158.454,77.4,86,0,45,634398,45,45,0,0.000 
0,8.764,33.4,41.75,0,2,45393,2,2,0,0.000 
0,0,6,7.5,1,602.5,56289,1202,1205,0,0.000 
0,0,0,0,0,1013394.571,7148577,4063753,7093762,0,0.000 
0,713.471,365.556,411.25,1,9720.25,93654,37728,38881,886.215,0.000 
0,0,0,0,0,1013926.286,7152410,4067795,7097484,0,0.000 
0,0,0,0,0,1013845.571,7151945,4067793,7096919,0,0.000 
0,0,0,0,0,1013801,7151849,4067792,7096607,0,0.000 
0,0,6,8,1,2,96,2,2,0,0.000 
0,0,0,0,0,1033351.857,7288360,4196005,7233463,0,0.000 
0,0,0,0,0,1027788.429,7249784,4159931,7194519,0,0.000 
7999986,0,0,0,0,1588808.222,14341073,7999986,14299274,0,0.000 
8000012,0,0,0,0,1588822.556,14340365,8000012,14299403,0,0.000 
0,15.336,54.2,67.75,0,2,46193,2,2,0,0.000 
0,0,0,0,0,1026746.857,7242277,4164014,7187228,0,0.000 
0,3.105,2.25,2.571,0,3,5125441,3,3,0,0.000 
0,30.672,59.4,74.25,0,3,47479,3,3,0,0.000 
0,30.672,60.4,75.5,0,2,47062,2,2,0,0.000 
0,32.316,66.6,83.25,0,3,45191,3,3,0,0.000 
0,22.457,61.4,76.75,0,2,44812,2,2,0,0.000 
58926184,342.131,173.71,176.265,0,3558026.818,117441649,58952911,117414885,448.38,0.000 
58877358,408.807,163.73,165.973,0,3261598.333,117444410,58903952,117417540,551.057,0.000 
58113643,702.938,635.05,636.819,0,538594.431,117440212,58140347,117413586,693.039,0.000 
58703766,375.152,169.918,173.458,0,5580117.952,117416210,58887339,117182477,519.634,0.000 
0,8.764,56.4,70.5,0,2,48172,2,2,0,0.000 
0,15.336,61.2,76.5,0,1,47398,1,1,0,0.000 
58242313,270.524,129.921,130.787,0,1425183.084,118331412,58283337,118290196,271.309,0.000 
0,436.717,259,268.25,0,7836.154,143069,45000,101870,569.715,0.000 
0,14.434,22.667,34,1,0,1,0,0,0,0.000 
0,0,6,8,1,0,40994,0,0,0,0.000 
0,8.764,38.4,48,0,1,45397,1,1,0,0.000 
58074443,340.478,147.585,148.99,0,2163344.889,116847272,58101036,116820624,373.675,0.000 
0,8.764,38.4,48,0,0,45790,0,0,0,0.000 
0,29.577,50.6,63.25,0,1,47820,1,1,0,0.000 
0,15.336,43.2,54,0,1,45321,1,1,0,0.000 
0,21.361,61.6,77,0,2,46800,2,2,0,0.000 
58002712,453.073,155.31,158.035,0,4489361.654,116750158,58029443,116723403,638.479,0.000 
0,553.513,323.909,339.333,0,6243.444,88165,28902,56191,725.511,0.000 
0,553.513,323.909,339.333,0,6635.889,88136,32251,59723,725.511,0.000 
0,553.513,323.909,339.333,0,6507.778,88137,31300,58570,725.511,0.000 
0,8.764,48.4,60.5,0,1,49015,1,1,0,0.000 
0,553.513,323.909,339.333,0,6507.222,88078,30425,58565,725.511,0.000 
0,553.513,323.909,339.333,0,6396.444,88064,29267,57568,725.511,0.000 
0,401.247,229.194,236.833,0,9418.615,149353,41203,122442,535.554,0.000 
0,8.764,48.4,60.5,0,2,46592,2,2,0,0.000 
0,15.336,53.2,66.5,0,2,47637,2,2,0,0.000 
0,32.863,66,82.5,0,2,58618,2,2,0,0.000 
7999881,0,0,0,0,1588937.333,14341360,7999881,14300436,0,0.000 
7999974,0,0,0,0,1588921.333,14327031,7999974,14300292,0,0.000 
10005396,146.99,40.933,41.627,0,4095943.407,115504685,10046583,110590472,184.783,0.000 
0,117.7,81.778,92,1,966.5,26731,3862,3866,131.796,0.000 
0,126.53,103.429,120.667,1,1.25,26941,2,5,131.796,0.000 
0,117.7,81.778,92,1,172,26624,368,688,131.796,0.000 
0,117.7,81.778,92,1,340.75,26625,1359,1363,131.796,0.000 
0,117.7,81.778,92,1,616.5,26578,2155,2466,131.796,0.000 
10005644,146.99,40.933,41.627,0,4095829.074,115501941,10046587,110587385,184.783,0.000 
10020943,184.124,60.406,61.365,0,3814958.345,115501707,10062037,110633792,243.596,0.000 
58814339,324.391,129.85,130.605,0,1063722.689,109590149,58840907,109563437,245.46,0.000 
0,8.764,57.4,71.75,0,3,45827,3,3,0,0.000 
0,0,6,8,1,2,204,2,2,0,0.000 
57875040,486.042,173.4,176.939,0,5288140.909,116572513,58094535,116339100,689.647,0.000 
0,15.336,62.2,77.75,0,2,45320,2,2,0,0.000 
0,14.434,22.667,34,1,0,1,0,0,0,0.000 
58759712,270.714,126.43,127.373,0,1808459.785,117576595,58786280,117549886,332.784,0.000 
0,54.772,75,93.75,0,2,57545,2,2,0,0.000 
0,501.606,300.481,312.038,0,7895.636,113566,31641,86852,666.805,0.000 
0,501.606,300.481,312.038,0,7816.455,112886,30464,85981,666.805,0.000 
0,458.343,246.176,253.636,0,5707.867,112277,29546,85618,610.639,0.000 
0,475.631,266.548,275.433,0,6508.154,111348,28638,84606,636.48,0.000 
0,0,6,9,1,0,2,0,0,0,0.000 
0,0,6,9,1,0,1,0,0,0,0.000 
10010274,400.02,146.77,148.781,0,3247911.824,115343739,10031047,110429002,548.939,0.000 
0,8.764,49.4,61.75,0,1,57036,1,1,0,0.000 
0,14.434,22.667,34,1,0,1,0,0,0,0.000 
0,17.527,22,26.4,1,1,26469,1,1,0,0.000 
0,0,6,9,1,0,1,0,0,0,0.000 
0,14.434,22.667,34,1,0,1,0,0,0,0.000 
0,29.164,37.625,43,1,1,26844,1,1,0,0.000 
0,14.434,22.667,34,1,0,1,0,0,0,0.000 
0,29.164,37.625,43,1,1,26745,1,1,0,0.000 
0,30.672,65.4,81.75,0,3,57581,3,3,0,0.000 
0,8.764,31.4,39.25,0,4,45652,4,4,0,0.000 
0,8.764,37.4,46.75,0,1,47705,1,1,0,0.000 
0,8.764,31.4,39.25,0,2,44621,2,2,0,0.000 
0,8.764,37.4,46.75,0,2,45510,2,2,0,0.000 
10148845,461.765,184.464,187.818,0,2625222.391,60471629,10240043,60380115,639.516,0.000 
10211484,160.875,40.9,41.593,0,4167180.741,115984347,10240147,112513880,206.665,0.000 
0,0,6,9,1,0,28964,0,0,0,0.000 
0,0,6,9,1,0,41691,0,0,0,0.000 
0,0,6,8,1,3,83,3,3,0,0.000 
0,0,6,8,1,2,154,2,2,0,0.000 
0,0,6,9,1,0,55138,0,0,0,0.000 
0,0,6,8,1,3,160,3,3,0,0.000 
0,0,6,7,0,2,101200,2,2,0,1.000 
0,29.577,64.6,80.75,0,3,51562,3,3,0,0.000 
0,542.478,250.833,259.483,0,7090.917,112235,31117,85091,772.779,0.000 
0,14.434,22.667,34,1,0,1,0,0,0,0.000 
0,0,6,9,1,0,0,0,0,0,0.000 
0,0,6,9,1,0,3,0,0,0,0.000 
14379913,0,300,342.857,0,0,40951710,0,0,0,0.000 
0,0,6,7,0,3,158040,3,3,0,1.000 
0,2.191,3.6,4.5,0,3,176,3,3,0,1.000 
0,0,6,7,0,3,161779,3,3,0,1.000 
0,14.434,22.667,34,1,0,1,0,0,0,0.000 
0,11.024,11.556,13,1,3,22779,3,3,0,0.000 
58849661,257.278,92.253,93.194,1,1971222.712,116393258,58890701,116302140,42.775,0.000 
0,29.577,64.6,80.75,0,2,20693,2,2,0,0.000 
0,8.764,48.4,60.5,0,3,20697,3,3,0,0.000 
0,8.764,48.4,60.5,0,4,46072,4,4,0,0.000 
10031654,675.089,636.108,639.546,0,134261.848,12520958,10200855,12352090,437.551,0.000 
0,687.388,713.482,715.354,0,61786.64,12526890,10028000,12357328,300.289,0.000 
0,0,6,7,0,1,181148,1,1,0,1.000 
0,2.928,1.714,2,0,2,39484,2,2,0,0.000 
0,685.39,326.714,351.846,0,5800.167,68232,34060,34801,936.386,0.000 
0,685.39,326.714,351.846,0,5832.333,68418,33664,34994,936.386,0.000 
0,472.273,545.333,818,1,0,1,0,0,0,0.000 
0,0,0,0,1,0,176,0,0,0,0.000 
0,0,0,0,1,2,33134,2,2,0,0.000 
